Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 20_level_0_Int,Unnamed: 21_level_0_Tkl+Int,Unnamed: 22_level_0_Clr,Unnamed: 23_level_0_Err,Unnamed: 24_level_0_Matches
488,Olivier Mbaizo,cm CMR,DF,Philadelphia Union,28-078,1997,5.4,5,3,2,3,0,3,5,60.0,2,3,0,3,1,6,10,0,Matches
489,Kenji Mboma Dem,fr FRA,"DF,FW",FC Cincinnati,23-283,2002,0.9,1,1,0,0,1,1,1,100.0,0,1,0,1,0,1,1,0,Matches
490,John McCarthy,us USA,GK,NY Red Bulls,33-120,1992,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2,Matches
491,John McCarthy,us USA,GK,LA Galaxy,33-120,1992,11.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,4,Matches
492,Jack McGlynn,us USA,"FW,MF",Houston Dynamo,22-117,2003,25.6,29,19,11,15,3,15,30,50.0,15,9,0,9,9,38,18,2,Matches
493,Zac McGraw,ca CAN,DF,Portland Timbers,28-146,1997,2.7,6,4,4,2,0,2,2,100.0,0,6,2,4,4,10,14,1,Matches
494,Duncan McGuire,us USA,FW,Orlando City,24-269,2001,8.1,1,0,0,0,1,0,1,0.0,1,0,0,0,1,2,13,0,Matches
495,Paddy McNair,nir NIR,DF,San Diego FC,30-188,1995,19.0,18,8,14,4,0,12,17,70.6,5,15,9,6,7,25,83,2,Matches
496,Brendan McSorley,us USA,FW,St. Louis,23-273,2002,3.1,7,6,3,3,1,2,4,50.0,2,5,2,3,1,8,7,0,Matches
497,Christopher McVey,se SWE,DF,San Diego FC,28-203,1997,31.7,52,37,42,8,2,33,48,68.8,15,26,18,8,27,79,111,8,Matches
498,Loïc Mesanvi,tg TOG,"FW,DF",Minnesota Utd,22-026,2003,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
499,Lionel Messi,ar ARG,"FW,MF",Inter Miami,38-130,1987,26.9,17,11,5,6,6,5,13,38.5,8,5,0,5,4,21,1,4,Matches
500,Wyatt Meyer,us USA,"MF,DF",Nashville SC,24-294,2001,2.6,4,4,3,1,0,3,5,60.0,2,0,0,0,3,7,5,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
501,Matt Miazga,us USA,DF,FC Cincinnati,30-105,1995,17.0,19,13,14,5,0,11,20,55.0,9,28,19,9,16,35,117,0,Matches
502,Novak Mićović,rs SRB,GK,LA Galaxy,24-007,2001,20.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,1,Matches
503,Alex Mighten,eng ENG,FW,San Diego FC,23-204,2002,11.7,8,6,2,3,3,5,8,62.5,3,6,0,6,6,14,2,0,Matches
504,Djordje Mihailovic,us USA,"MF,FW",Toronto FC,26-356,1998,9.8,12,9,4,6,2,3,13,23.1,10,9,2,7,8,20,3,0,Matches
505,Djordje Mihailovic,us USA,"MF,FW",Colorado Rapids,26-356,1998,22.8,15,8,3,9,3,8,21,38.1,13,21,3,18,15,30,15,1,Matches
506,Enea Mihaj,al ALB,DF,Atlanta Utd,27-119,1998,7.0,4,3,3,1,0,2,4,50.0,2,7,5,2,7,11,33,1,Matches
507,Eric Miller,us USA,"DF,MF",Portland Timbers,32-290,1993,4.8,8,2,3,4,1,4,9,44.4,5,3,1,2,5,13,27,0,Matches
508,Harbor Miller,us USA,"FW,DF",LA Galaxy,18-133,2007,7.1,12,12,7,4,1,4,13,30.8,9,9,2,7,4,16,15,0,Matches
509,Jansen Miller,us USA,DF,Sporting KC,23-264,2002,25.6,35,24,22,11,2,21,33,63.6,12,39,29,10,22,57,149,5,Matches
510,Kamal Miller,ca CAN,DF,Portland Timbers,28-169,1997,20.9,13,7,9,4,0,8,17,47.1,9,18,11,7,24,37,100,1,Matches
511,Peyton Miller,us USA,DF,NE Revolution,17-358,2007,23.0,30,16,19,8,3,11,29,37.9,18,33,4,29,27,57,61,0,Matches
512,Georgi Minoungou,bf BFA,"FW,MF",Seattle Sounders,23-099,2002,8.1,13,6,4,3,6,4,9,44.4,5,5,0,5,6,19,3,0,Matches
513,Aleksei Miranchuk,ru RUS,"MF,FW",Atlanta Utd,30-015,1995,30.5,24,15,6,9,9,6,21,28.6,15,11,4,7,17,41,25,3,Matches
514,Shakur Mohammed,gh GHA,"FW,MF",Orlando City,22-066,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
515,Zane Monlouis,eng ENG,DF,Toronto FC,22-016,2003,5.7,2,0,1,1,0,1,1,100.0,0,7,2,5,6,8,35,0,Matches
516,Alán Montes,mx MEX,DF,Sporting KC,25-006,2000,5.1,3,2,1,2,0,2,3,66.7,1,3,1,2,9,12,14,1,Matches
517,Shaq Moore,us USA,"DF,MF",FC Dallas,28-364,1996,31.4,51,39,32,14,5,26,40,65.0,14,28,16,12,29,80,124,0,Matches
518,Felipe Mora,cl CHI,FW,Portland Timbers,32-091,1993,18.5,7,2,1,4,2,3,3,100.0,0,4,1,3,5,12,16,0,Matches
519,Alfredo Morales,us USA,MF,St. Louis,35-173,1990,12.2,23,7,6,16,1,10,18,55.6,8,18,8,10,14,37,24,0,Matches
520,Efrain Morales,bo BOL,DF,Atlanta Utd,21-242,2004,4.5,7,5,5,1,1,6,8,75.0,2,4,3,1,5,12,25,1,Matches
521,Efrain Morales,bo BOL,DF,CF Montréal,21-242,2004,5.4,15,8,8,7,0,7,7,100.0,0,7,4,3,8,23,28,1,Matches
522,Marcelo Morales,cl CHI,DF,NY Red Bulls,22-148,2003,2.0,2,1,1,0,1,2,5,40.0,3,2,0,2,2,4,3,0,Matches
523,Santi Morales,us USA,"MF,DF",Inter Miami,18-265,2007,0.3,3,2,0,2,1,2,3,66.7,1,1,0,1,0,3,0,0,Matches
524,Maximiliano Moralez,ar ARG,MF,NYCFC,38-247,1987,30.5,46,27,21,17,8,19,46,41.3,27,19,2,17,13,59,8,1,Matches
525,Andrew Moran,ie IRL,"MF,FW",LAFC,22-017,2003,3.5,9,8,2,5,2,6,10,60.0,4,3,1,2,3,12,0,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
526,Steven Moreira,cv CPV,DF,Columbus Crew,31-080,1994,27.3,35,30,14,12,9,17,37,45.9,20,25,8,17,14,49,45,2,Matches
527,Santiago Moreno,co COL,"FW,MF",Portland Timbers,25-194,2000,18.8,33,17,14,14,5,10,33,30.3,23,26,0,26,7,40,10,0,Matches
528,Lewis Morgan,sct SCO,"MF,FW",NY Red Bulls,29-032,1996,1.6,3,2,0,1,2,1,2,50.0,1,7,0,7,1,4,0,0,Matches
529,Jordan Morris,us USA,FW,Seattle Sounders,31-006,1994,8.4,5,1,3,1,1,2,4,50.0,2,5,1,4,1,6,6,0,Matches
530,Edwin Mosquera,co COL,"FW,DF",Atlanta Utd,24-127,2001,1.7,2,2,1,1,0,0,2,0.0,2,1,0,1,2,4,2,0,Matches
531,Rafael Mosquera,pa PAN,MF,NY Red Bulls,20-161,2005,0.1,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches
532,Cole Mrowka,us USA,MF,Columbus Crew,19-209,2006,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
533,Hany Mukhtar,de GER,"FW,MF",Nashville SC,30-225,1995,33.3,25,10,10,8,7,9,31,29.0,22,23,0,23,6,31,13,2,Matches
534,Thomas Müller,de GER,MF,Vancouver W'caps,36-049,1989,6.0,7,2,0,4,3,3,7,42.9,4,5,2,3,1,8,6,0,Matches
535,Daniel Munie,us USA,DF,SJ Earthquakes,25-264,2000,22.1,30,22,15,13,2,15,23,65.2,8,35,15,20,28,58,111,4,Matches
536,Santiago Muñóz,mx MEX,"MF,FW",Sporting KC,23-079,2002,9.7,6,6,2,2,2,2,5,40.0,3,6,0,6,4,10,3,0,Matches
537,Luis Muriel,co COL,FW,Orlando City,34-199,1991,23.4,32,21,10,14,8,11,28,39.3,17,9,1,8,4,36,19,1,Matches
538,Ian Murphy,us USA,DF,Colorado Rapids,25-289,2000,11.6,11,7,8,3,0,6,11,54.5,5,13,10,3,10,21,40,0,Matches
539,Jacob Murrell,us USA,"FW,MF",D.C. United,21-217,2004,9.8,7,4,3,2,2,4,7,57.1,3,5,0,5,2,9,9,0,Matches
540,Petar Musa,hr CRO,FW,FC Dallas,27-242,1998,25.5,17,8,5,9,3,9,21,42.9,12,19,3,16,6,23,31,0,Matches
541,Daniel Musovski,us USA,FW,Seattle Sounders,29-336,1995,17.4,16,13,3,9,4,1,4,25.0,3,9,2,7,2,18,8,0,Matches
542,Sebastiano Musu,it ITA,FW,NYCFC,25-022,2000,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
543,Alex Muyl,us USA,"MF,FW",Nashville SC,30-032,1995,24.8,36,21,13,18,5,18,52,34.6,34,25,3,22,22,58,17,0,Matches
544,Tristan Muyumba,fr FRA,MF,Atlanta Utd,28-239,1997,13.2,22,14,9,12,1,8,21,38.1,13,15,4,11,12,34,15,2,Matches
545,Darlington Nagbe,us USA,MF,Columbus Crew,35-105,1990,28.8,21,11,11,7,3,12,20,60.0,8,11,1,10,14,35,24,0,Matches
546,Andy Najar,hn HON,DF,Nashville SC,32-230,1993,28.2,57,33,28,21,8,28,49,57.1,21,27,3,24,42,99,69,4,Matches
547,Matheus Nascimento,br BRA,FW,LA Galaxy,21-243,2004,13.0,12,5,5,2,5,1,5,20.0,4,11,2,9,3,15,4,0,Matches
548,Rafael Navarro,br BRA,FW,Colorado Rapids,25-201,2000,29.6,46,30,13,21,12,9,31,29.0,22,31,2,29,13,59,24,0,Matches
549,Logan Ndenbe,be BEL,DF,Sporting KC,25-265,2000,22.1,42,33,25,12,5,21,33,63.6,12,19,6,13,23,65,36,0,Matches
550,Jalen Neal,us USA,DF,CF Montréal,22-069,2003,10.6,36,25,24,10,2,15,24,62.5,9,10,8,2,12,48,36,3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
551,Dylan Nealis,us USA,DF,NY Red Bulls,27-094,1998,12.1,23,18,15,8,0,19,31,61.3,12,12,2,10,9,32,34,0,Matches
552,Sean Nealis,us USA,DF,NY Red Bulls,28-292,1997,20.4,28,20,17,11,0,21,25,84.0,4,20,14,6,33,61,138,1,Matches
553,Jack Neeley,us USA,DF,Charlotte,20-235,2005,0.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
554,Franco Negri,ar ARG,DF,San Diego FC,30-254,1995,7.3,16,10,6,5,5,8,8,100.0,0,13,4,9,8,24,15,2,Matches
555,Jayden Nelson,ca CAN,FW,Vancouver W'caps,23-036,2002,14.7,22,16,11,8,3,8,28,28.6,20,13,0,13,6,28,5,0,Matches
556,John Nelson,us USA,DF,LA Galaxy,27-113,1998,22.7,32,22,18,13,1,13,24,54.2,11,27,14,13,21,53,86,0,Matches
557,Jean-Claude Ngando,cm CMR,"MF,FW",Vancouver W'caps,25-346,1999,14.0,19,12,7,8,4,11,23,47.8,12,18,4,14,6,25,7,1,Matches
558,Serge Ngoma,us USA,"FW,MF",NY Red Bulls,20-115,2005,7.0,10,7,2,6,2,5,11,45.5,6,8,0,8,2,12,7,0,Matches
559,Kenneth Nielsen,us USA,DF,LAFC,23-261,2002,1.0,0,0,0,0,0,0,0,,0,2,1,1,2,2,7,0,Matches
560,Joakim Nilsson,se SWE,"DF,MF",St. Louis,31-268,1994,1.5,5,1,3,2,0,3,6,50.0,3,3,2,1,3,8,7,0,Matches
561,Nolan Norris,us USA,"DF,MF",FC Dallas,20-257,2005,7.1,16,13,9,7,0,12,20,60.0,8,12,3,9,9,25,29,0,Matches
562,Tsiki Ntsabeleng,za RSA,MF,FC Dallas,27-265,1998,3.7,9,5,5,4,0,3,8,37.5,5,2,0,2,6,15,4,0,Matches
563,Obinna Nwobodo,ng NGA,MF,FC Cincinnati,28-337,1996,9.6,32,20,16,15,1,10,28,35.7,18,13,3,10,19,51,15,0,Matches
564,Aiden O'Neill,au AUS,MF,NYCFC,27-120,1998,16.7,44,25,14,22,8,21,31,67.7,10,15,4,11,13,57,20,1,Matches
565,Kevin O'Toole,us USA,DF,NYCFC,26-322,1998,21.0,42,26,18,20,4,25,41,61.0,16,32,9,23,24,66,81,1,Matches
566,Allen Obando,ec ECU,FW,Inter Miami,19-141,2006,1.7,2,2,1,0,1,0,3,0.0,3,0,0,0,0,2,2,0,Matches
567,Jáder Obrian,co COL,"FW,MF",Austin,30-167,1995,10.2,20,14,12,8,0,6,14,42.9,8,10,1,9,2,22,9,0,Matches
568,Édier Ocampo,co COL,DF,Vancouver W'caps,22-029,2003,24.1,44,32,29,9,6,27,49,55.1,22,44,11,33,15,59,60,0,Matches
569,David Ochoa,us USA,GK,LAFC,24-289,2001,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
570,Agustin Ojeda,ar ARG,"FW,MF",NYCFC,21-135,2004,14.9,25,18,10,12,3,11,21,52.4,10,10,1,9,11,36,15,1,Matches
571,Braian Ojeda,py PAR,MF,Real Salt Lake,25-127,2000,23.4,38,21,19,14,5,13,34,38.2,21,19,4,15,31,69,36,3,Matches
572,Martín Ojeda,ar ARG,"MF,FW",Orlando City,26-339,1998,29.8,27,19,4,11,12,9,31,29.0,22,16,0,16,11,38,7,0,Matches
573,Victor Olatunji,ng NGA,FW,Real Salt Lake,26-057,1999,7.1,5,2,2,2,1,2,2,100.0,0,5,1,4,4,9,8,0,Matches
574,Salvador Olivas,us USA,FW,Philadelphia Union,19-113,2006,0.5,1,1,0,0,1,0,0,,0,3,0,3,0,1,0,0,Matches
575,Toyosi Olusanya,eng ENG,"FW,MF",Houston Dynamo,28-018,1997,0.6,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
576,Tani Oluwaseyi,ca CAN,"FW,MF",Minnesota Utd,25-170,2000,20.6,23,13,5,6,12,5,16,31.3,11,15,5,10,7,30,31,1,Matches
577,Wyatt Omsberg,us USA,DF,NE Revolution,30-041,1995,4.4,9,4,4,5,0,3,5,60.0,2,12,8,4,4,13,30,0,Matches
578,Kwadwo Opoku,gh GHA,"FW,MF",CF Montréal,24-111,2001,2.1,4,3,0,1,3,1,2,50.0,1,2,1,1,0,4,3,0,Matches
579,Nathan Ordaz,sv SLV,FW,LAFC,21-293,2004,14.6,7,3,0,5,2,5,17,29.4,12,12,1,11,8,15,9,0,Matches
580,Sergio Oregel,us USA,MF,Chicago Fire,20-169,2005,22.7,23,8,12,8,3,12,26,46.2,14,17,3,14,22,45,14,4,Matches
581,Luca Orellano,ar ARG,"DF,FW",FC Cincinnati,25-224,2000,21.3,22,10,12,7,3,15,22,68.2,7,9,0,9,5,27,10,1,Matches
582,Jaziel Orozco,us USA,DF,St. Louis,21-152,2004,5.9,9,7,6,1,2,4,6,66.7,2,9,7,2,5,14,19,0,Matches
583,Pablo Ortiz,co COL,DF,Houston Dynamo,25-146,2000,15.5,16,13,9,7,0,6,13,46.2,7,17,9,8,14,30,64,0,Matches
584,Harold Osorio,sv SLV,MF,Chicago Fire,22-073,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
585,Jonathan Osorio,ca CAN,MF,Toronto FC,33-142,1992,21.3,36,16,13,16,7,16,28,57.1,12,17,7,10,18,54,24,0,Matches
586,Tomáš Ostrák,cz CZE,MF,St. Louis,25-269,2000,11.3,37,18,16,15,6,20,35,57.1,15,8,1,7,12,49,9,1,Matches
587,Javier Otero,ve VEN,GK,Orlando City,22-348,2002,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
588,Prince Owusu,de GER,FW,CF Montréal,28-298,1997,31.3,25,15,4,13,8,5,15,33.3,10,12,5,7,4,29,36,0,Matches
589,Allan Oyirwoth,ug UGA,MF,NE Revolution,18-282,2007,3.2,6,4,2,2,2,4,13,30.8,9,5,0,5,6,12,5,2,Matches
590,Devin Padelford,us USA,DF,Minnesota Utd,22-302,2003,1.2,3,2,2,1,0,2,2,100.0,0,2,1,1,0,3,10,0,Matches
591,Devin Padelford,us USA,DF,St. Louis,22-302,2003,8.3,20,11,13,4,3,13,19,68.4,6,6,0,6,9,29,21,0,Matches
592,Maarten Paes,id IDN,GK,FC Dallas,27-171,1998,22.0,1,1,1,0,0,0,3,0.0,3,0,0,0,0,1,16,0,Matches
593,Joseph Paintsil,gh GHA,FW,LA Galaxy,27-273,1998,21.9,16,11,6,4,6,7,16,43.8,9,11,0,11,5,21,5,1,Matches
594,Nelson Palacio,co COL,MF,Real Salt Lake,24-138,2001,6.5,15,8,7,4,4,6,15,40.0,9,4,3,1,9,24,9,1,Matches
595,Jeison Palacios,co COL,DF,Nashville SC,31-226,1994,20.3,48,33,32,15,1,23,27,85.2,4,20,12,8,17,65,109,0,Matches
596,Sergi Palencia,es ESP,"DF,MF",LAFC,29-223,1996,31.2,86,49,43,31,12,48,82,58.5,34,48,11,37,31,117,80,1,Matches
597,James Pantemis,ca CAN,GK,Portland Timbers,28-253,1997,19.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,11,2,Matches
598,Cristhian Paredes,py PAR,MF,Portland Timbers,27-167,1998,11.3,29,14,10,18,1,14,37,37.8,23,14,5,9,18,47,21,0,Matches
599,Isaiah Parente,us USA,MF,LA Galaxy,25-230,2000,11.7,20,12,8,11,1,10,21,47.6,11,12,5,7,11,31,8,1,Matches
600,Tim Parker,us USA,DF,NY Red Bulls,32-251,1993,9.6,14,11,9,5,0,7,10,70.0,3,5,3,2,3,17,63,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
601,Keaton Parks,us USA,MF,NYCFC,28-087,1997,9.8,22,12,9,10,3,17,23,73.9,6,12,4,8,12,34,29,1,Matches
602,Marco Pašalić,hr CRO,"MF,FW",Orlando City,25-048,2000,28.5,24,15,9,11,4,8,31,25.8,23,32,0,32,13,37,23,0,Matches
603,João Paulo Mior,br BRA,MF,Seattle Sounders,34-238,1991,5.3,18,10,9,8,1,7,12,58.3,5,11,2,9,11,29,7,1,Matches
604,Tom Pearce,eng ENG,"MF,DF",CF Montréal,27-203,1998,10.1,12,6,6,4,2,6,9,66.7,3,13,2,11,10,22,32,0,Matches
605,Tyson Pearce,us USA,"MF,DF",St. Louis,18-081,2007,0.3,2,2,1,1,0,2,2,100.0,0,0,0,0,0,2,1,0,Matches
606,Pedrinho,br BRA,"FW,MF",FC Dallas,22-197,2003,10.4,18,14,8,8,2,4,20,20.0,16,10,2,8,5,23,6,0,Matches
607,Peglow,br BRA,"FW,MF",D.C. United,23-298,2002,18.8,47,32,20,20,7,15,38,39.5,23,23,1,22,13,60,14,0,Matches
608,Amahl Pellegrino,no NOR,FW,San Diego FC,35-136,1990,3.6,4,3,1,1,2,1,1,100.0,0,1,0,1,1,5,1,0,Matches
609,Amahl Pellegrino,no NOR,"MF,FW",SJ Earthquakes,35-136,1990,5.4,10,5,5,5,0,3,8,37.5,5,3,0,3,8,18,2,1,Matches
610,Matti Peltola,fi FIN,"MF,DF",D.C. United,23-121,2002,17.0,44,25,18,20,6,22,38,57.9,16,21,5,16,23,67,27,0,Matches
611,Andrés Perea,us USA,MF,NYCFC,24-352,2000,18.5,47,27,22,21,4,19,43,44.2,24,26,5,21,14,61,47,1,Matches
612,Daniel Pereira,ve VEN,MF,Austin,25-110,2000,23.0,32,16,15,13,4,12,27,44.4,15,27,8,19,16,48,21,2,Matches
613,Joaquín Pereyra,ar ARG,"MF,FW",Minnesota Utd,26-335,1998,28.5,58,33,20,28,10,25,57,43.9,32,24,1,23,20,78,13,0,Matches
614,Jonathan Perez,mx MEX,"FW,MF",Nashville SC,22-287,2003,9.5,12,9,2,8,2,4,10,40.0,6,12,1,11,5,17,6,0,Matches
615,Nikola Petković,rs SRB,MF,Charlotte,22-251,2003,1.1,1,0,0,1,0,1,1,100.0,0,1,1,0,0,1,2,0,Matches
616,Luca Petrasso,ca CAN,DF,CF Montréal,25-138,2000,30.1,39,26,23,12,4,21,43,48.8,22,21,4,17,20,59,73,3,Matches
617,Raoul Petretta,it ITA,DF,Toronto FC,28-222,1997,20.5,41,31,22,15,4,26,42,61.9,16,26,5,21,22,63,78,0,Matches
618,Hugo Picard,fr FRA,"MF,FW",Columbus Crew,22-176,2003,5.6,13,5,5,5,3,4,8,50.0,4,1,0,1,1,14,2,0,Matches
619,Fafà Picault,ht HAI,"FW,MF",Inter Miami,34-251,1991,8.4,20,18,6,8,6,4,6,66.7,2,4,0,4,3,23,11,0,Matches
620,Neil Pierre,us USA,FW,Philadelphia Union,18-013,2007,0.2,1,0,1,0,0,0,0,,0,0,0,0,1,2,0,0,Matches
621,Nelson Pierre,ht HAI,FW,Vancouver W'caps,20-224,2005,0.4,2,1,1,1,0,0,0,,0,1,0,1,0,2,0,0,Matches
622,Samuel Piette,ca CAN,MF,CF Montréal,30-354,1994,17.1,31,18,11,18,2,18,38,47.4,20,20,5,15,31,62,41,1,Matches
623,Ian Pilcher,us USA,DF,San Diego FC,22-225,2003,10.2,9,5,5,3,1,3,8,37.5,5,14,5,9,11,20,54,0,Matches
624,Mauricio Pineda,us USA,MF,Chicago Fire,28-015,1997,16.9,39,18,22,12,5,20,36,55.6,16,27,5,22,16,55,19,1,Matches
625,Dániel Pintér,us USA,MF,Inter Miami,18-148,2007,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
626,Ariath Piol,au AUS,"FW,MF",Real Salt Lake,21-021,2004,10.0,3,2,0,1,2,1,3,33.3,2,7,0,7,2,5,5,0,Matches
627,Gabriel Pirani,br BRA,"MF,FW",D.C. United,23-203,2002,21.0,20,11,4,11,5,8,24,33.3,16,12,0,12,12,32,3,0,Matches
628,Matt Polster,us USA,MF,NE Revolution,32-146,1993,25.7,47,24,14,28,5,24,45,53.3,21,19,4,15,39,86,43,2,Matches
629,Célio Pompeu,br BRA,"FW,MF",St. Louis,25-326,1999,16.4,38,23,17,13,8,18,39,46.2,21,8,2,6,13,51,13,0,Matches
630,Paxton Pomykal,us USA,MF,FC Dallas,25-319,1999,0.5,2,2,0,2,0,0,1,0.0,1,0,0,0,0,2,2,0,Matches
631,Ezequiel Ponce,ar ARG,FW,Houston Dynamo,28-217,1997,29.7,16,12,6,9,1,7,18,38.9,11,9,4,5,7,23,20,0,Matches
632,Ryan Porteous,sct SCO,DF,LAFC,26-221,1999,9.1,11,8,5,6,0,7,13,53.8,6,14,7,7,11,22,46,1,Matches
633,Alvas Powell,jm JAM,DF,FC Cincinnati,31-106,1994,9.6,24,15,16,6,2,16,31,51.6,15,19,6,13,13,37,52,0,Matches
634,Ralph Priso-Mbongue,ca CAN,"MF,DF",Vancouver W'caps,23-091,2002,15.4,24,14,8,11,5,7,17,41.2,10,19,8,11,13,37,34,1,Matches
635,Andrew Privett,us USA,DF,Charlotte,25-091,2000,20.0,26,18,19,6,1,14,25,56.0,11,27,16,11,15,41,93,3,Matches
636,John Pulskamp,us USA,GK,Sporting KC,24-196,2001,34.0,1,0,1,0,0,1,5,20.0,4,2,0,2,0,1,22,3,Matches
637,Ahmed Qasem,se SWE,"FW,MF",Nashville SC,22-112,2003,13.6,21,12,8,11,2,7,20,35.0,13,13,5,8,10,31,11,1,Matches
638,Nelson Quiñones,co COL,MF,Houston Dynamo,23-073,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
639,Philip Quinton,us USA,DF,Real Salt Lake,25-350,1999,9.0,8,5,1,7,0,3,7,42.9,4,14,10,4,7,15,62,1,Matches
640,Nemanja Radoja,rs SRB,MF,Sporting KC,32-268,1993,12.2,32,21,13,14,5,14,23,60.9,9,15,4,11,12,44,14,0,Matches
641,Jeremy Rafanello,us USA,MF,Philadelphia Union,25-201,2000,3.2,7,4,2,4,1,5,9,55.6,4,4,2,2,2,9,8,0,Matches
642,Jackson Ragen,us USA,DF,Seattle Sounders,27-038,1998,21.3,24,14,14,7,3,16,19,84.2,3,36,23,13,13,37,108,2,Matches
643,Brooklyn Raines,us USA,MF,Houston Dynamo,20-235,2005,18.8,27,25,9,16,2,15,24,62.5,9,17,6,11,19,46,17,1,Matches
644,Anthony Ramirez,us USA,MF,FC Dallas,19-314,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
645,Christian Ramirez,us USA,"FW,MF",LA Galaxy,34-211,1991,10.2,5,2,0,3,2,3,5,60.0,2,6,0,6,2,7,10,0,Matches
646,Rubén Ramos,us USA,"MF,FW",LA Galaxy,18-283,2007,1.4,0,0,0,0,0,0,0,,0,2,0,2,2,2,1,0,Matches
647,Alisa Randell,lr LBR,"MF,DF",Minnesota Utd,18-068,2007,0.7,0,0,0,0,0,0,0,,0,1,0,1,2,2,2,0,Matches
648,Ryan Raposo,ca CAN,"MF,DF",LAFC,26-241,1999,0.2,2,1,1,0,1,1,2,50.0,1,1,0,1,0,2,0,0,Matches
649,Tim Ream,us USA,DF,Charlotte,38-027,1987,24.5,25,11,17,6,2,14,34,41.2,20,32,18,14,28,53,102,1,Matches
650,Federico Redondo,ar ARG,MF,Inter Miami,22-287,2003,9.8,20,12,11,6,3,12,26,46.2,14,11,3,8,8,28,8,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
651,Jayden Reid,us USA,DF,St. Louis,24-063,2001,5.0,17,10,8,4,5,11,12,91.7,1,7,1,6,5,22,20,1,Matches
652,Seymour Reid,jm JAM,FW,NYCFC,17-242,2008,0.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
653,William Reilly,us USA,MF,Atlanta Utd,22-333,2002,5.5,10,7,3,7,0,7,15,46.7,8,10,3,7,9,19,7,1,Matches
654,Marco Reus,de GER,"MF,FW",LA Galaxy,36-154,1989,16.5,21,16,7,9,5,4,9,44.4,5,7,2,5,8,29,11,1,Matches
655,Andrés Reyes,co COL,DF,San Diego FC,26-054,1999,0.5,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,Matches
